"Item1","Item2","weight"
"Tartine","My-5 Fruit Shoot",1
"Tartine","Pastry",3
"Tartine","Pick and Mix Bowls",3
"Tartine","Sandwich",2
"Tartine","Scandinavian",1
"Tartine","Tea",10
"Tartine","The Nomad",1
"Tea","Afternoon with the baker",3
"Tea","Alfajores",73
"Tea","Argentina Night",2
"Tea","Art Tray",13
"Tea","Baguette",3
"Tea","Bakewell",13
"Tea","Bread",304
"Tea","Brioche and salami",2
"Tea","Brownie",71
"Tea","Cake",269
"Tea","Caramel bites",1
"Tea","Chicken Stew",36
"Tea","Chicken sand",1
"Tea","Chocolates",4
"Tea","Christmas common",1
"Tea","Coffee",546
"Tea","Coke",21
"Tea","Cookies",101
"Tea","Duck egg",7
"Tea","Eggs",1
"Tea","Ella's Kitchen Pouches",4
"Tea","Empanadas",2
"Tea","Extra Salami or Feta",6
"Tea","Farm House",15
"Tea","Focaccia",6
"Tea","Frittata",19
"Tea","Fudge",15
"Tea","Gingerbread syrup",1
"Tea","Granola",7
"Tea","Hack the stack",1
"Tea","Hearty & Seasonal",22
"Tea","Honey",2
"Tea","Hot chocolate",83
"Tea","Jam",14
"Tea","Jammie Dodgers",26
"Tea","Juice",75
"Tea","Keeping It Local",17
"Tea","Kids biscuit",1
"Tea","Lemon and coconut",2
"Tea","Medialuna",89
"Tea","Mighty Protein",3
"Tea","Mineral water",12
"Tea","Muesli",2
"Tea","Muffin",66
"Tea","My-5 Fruit Shoot",1
"Tea","Pastry",100
"Tea","Pick and Mix Bowls",1
"Tea","Polenta",1
"Tea","Raspberry shortbread sandwich",2
"Tea","Raw bars",2
"Tea","Salad",21
"Tea","Sandwich",157
"Tea","Scandinavian",9
"Tea","Scone",89
"Tea","Smoothies",9
"Tea","Soup",109
"Tea","Spanish Brunch",54
"Tea","Tacos/Fajita",3
"Tea","Tartine",10
"Tea","The Nomad",21
"Tea","Tiffin",34
"Tea","Toast",66
"Tea","Truffles",29
"Tea","Vegan Feast",1
"Tea","Vegan mincepie",7
"Tea","Victorian Sponge",4
"The BART","Bread",1
"The Nomad","Afternoon with the baker",1
"The Nomad","Alfajores",1
"The Nomad","Art Tray",1
"The Nomad","Bread",20
"The Nomad","Brownie",2
"The Nomad","Cake",8
"The Nomad","Chicken Stew",2
"The Nomad","Coffee",40
"The Nomad","Coke",1
"The Nomad","Cookies",3
"The Nomad","Duck egg",1
"The Nomad","Farm House",1
"The Nomad","Frittata",1
"The Nomad","Fudge",2
"The Nomad","Granola",1
"The Nomad","Hot chocolate",3
"The Nomad","Jam",1
"The Nomad","Juice",5
"The Nomad","Medialuna",4
"The Nomad","Muesli",1
"The Nomad","Muffin",2
"The Nomad","Pastry",6
"The Nomad","Sandwich",3
"The Nomad","Scone",4
"The Nomad","Smoothies",2
"The Nomad","Soup",1
"The Nomad","Spanish Brunch",9
"The Nomad","Tartine",1
"The Nomad","Tea",21
"The Nomad","Tiffin",3
"The Nomad","Toast",1
"The Nomad","Truffles",4
"Tiffin","Alfajores",8
"Tiffin","Bread",52
"Tiffin","Brownie",6
"Tiffin","Cake",23
"Tiffin","Chicken Stew",4
"Tiffin","Chocolates",1
"Tiffin","Coffee",98
"Tiffin","Coke",4
"Tiffin","Cookies",12
"Tiffin","Ella's Kitchen Pouches",1
"Tiffin","Farm House",3
"Tiffin","Granola",1
"Tiffin","Half slice Monster",1
"Tiffin","Hearty & Seasonal",1
"Tiffin","Hot chocolate",14
"Tiffin","Jammie Dodgers",11
"Tiffin","Juice",9
"Tiffin","Medialuna",7
"Tiffin","Mineral water",4
"Tiffin","Muffin",6
"Tiffin","Pastry",7
"Tiffin","Salad",2
"Tiffin","Sandwich",12
"Tiffin","Scone",7
"Tiffin","Smoothies",2
"Tiffin","Soup",2
"Tiffin","Spanish Brunch",2
"Tiffin","Tea",34
"Tiffin","The Nomad",3
"Tiffin","Toast",6
"Tiffin","Truffles",5
"Tiffin","Vegan mincepie",2
"Toast","Alfajores",6
"Toast","Art Tray",2
"Toast","Baguette",4
"Toast","Bakewell",3
"Toast","Bread",77
"Toast","Brownie",7
"Toast","Cake",22
"Toast","Cherry me Dried fruit",1
"Toast","Chicken Stew",5
"Toast","Coffee",296
"Toast","Coke",5
"Toast","Cookies",24
"Toast","Duck egg",1
"Toast","Extra Salami or Feta",6
"Toast","Farm House",6
"Toast","Frittata",2
"Toast","Fudge",2
"Toast","Granola",3
"Toast","Hot chocolate",33
"Toast","Jam",1
"Toast","Jammie Dodgers",1
"Toast","Juice",22
"Toast","Medialuna",18
"Toast","Mineral water",4
"Toast","Muffin",6
"Toast","Pastry",16
"Toast","Salad",5
"Toast","Sandwich",20
"Toast","Scandinavian",4
"Toast","Scone",7
"Toast","Smoothies",4
"Toast","Soup",3
"Toast","Spanish Brunch",10
"Toast","Tacos/Fajita",1
"Toast","Tea",66
"Toast","The Nomad",1
"Toast","Tiffin",6
"Toast","Truffles",3
"Toast","Vegan mincepie",2
"Truffles","Afternoon with the baker",1
"Truffles","Alfajores",11
"Truffles","Art Tray",2
"Truffles","Baguette",3
"Truffles","Bakewell",1
"Truffles","Bread",51
"Truffles","Brownie",11
"Truffles","Cake",26
"Truffles","Chicken Stew",10
"Truffles","Christmas common",1
"Truffles","Coffee",77
"Truffles","Coke",12
"Truffles","Cookies",7
"Truffles","Crisps",3
"Truffles","Duck egg",2
"Truffles","Ella's Kitchen Pouches",1
"Truffles","Extra Salami or Feta",2
"Truffles","Farm House",2
"Truffles","Frittata",5
"Truffles","Fudge",3
"Truffles","Hearty & Seasonal",4
"Truffles","Hot chocolate",8
"Truffles","Jam",1
"Truffles","Jammie Dodgers",4
"Truffles","Juice",19
"Truffles","Medialuna",12
"Truffles","Mineral water",11
"Truffles","Muffin",5
"Truffles","Pastry",16
"Truffles","Salad",7
"Truffles","Sandwich",45
"Truffles","Scandinavian",4
"Truffles","Scone",8
"Truffles","Smoothies",1
"Truffles","Soup",17
"Truffles","Spanish Brunch",17
"Truffles","Tacos/Fajita",2
"Truffles","Tea",29
"Truffles","The Nomad",4
"Truffles","Tiffin",5
"Truffles","Toast",3
"Truffles","Tshirt",1
"Truffles","Vegan mincepie",1
"Tshirt","Bread",1
"Tshirt","Coffee",1
"Tshirt","Coke",1
"Tshirt","Fudge",1
"Tshirt","Hot chocolate",1
"Tshirt","Nomad bag",1
"Tshirt","Postcard",6
"Tshirt","Truffles",1
"Tshirt","Valentine's card",2
"Valentine's card","Cake",1
"Valentine's card","Postcard",1
"Valentine's card","Salad",1
"Valentine's card","Tshirt",2
"Vegan Feast","Argentina Night",1
"Vegan Feast","Bread",1
"Vegan Feast","Brownie",1
"Vegan Feast","Cake",3
"Vegan Feast","Coffee",3
"Vegan Feast","Cookies",2
"Vegan Feast","Hot chocolate",1
"Vegan Feast","Jammie Dodgers",1
"Vegan Feast","Muffin",1
"Vegan Feast","Pastry",1
"Vegan Feast","Tea",1
"Vegan mincepie","Alfajores",3
"Vegan mincepie","Baguette",1
"Vegan mincepie","Bread",17
"Vegan mincepie","Brownie",3
"Vegan mincepie","Cake",13
"Vegan mincepie","Coffee",41
"Vegan mincepie","Cookies",3
"Vegan mincepie","Frittata",1
"Vegan mincepie","Hot chocolate",10
"Vegan mincepie","Jammie Dodgers",5
"Vegan mincepie","Juice",5
"Vegan mincepie","Medialuna",2
"Vegan mincepie","Mineral water",3
"Vegan mincepie","Pastry",3
"Vegan mincepie","Sandwich",2
"Vegan mincepie","Scandinavian",1
"Vegan mincepie","Tea",7
"Vegan mincepie","Tiffin",2
"Vegan mincepie","Toast",2
"Vegan mincepie","Truffles",1
"Victorian Sponge","Alfajores",1
"Victorian Sponge","Bread",2
"Victorian Sponge","Cake",1
"Victorian Sponge","Hot chocolate",1
"Victorian Sponge","Scandinavian",1
"Victorian Sponge","Soup",1
"Victorian Sponge","Tea",4
